OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu3914,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_animalis
Otu3916,Bacteria,,,,,,
Otu3915,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu3917,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu3918,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella_secunda
Otu3919,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
Otu3920,Bacteria,Acidobacteria,Acidobacteria_Gp1,Gp1,,,
Otu3921,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3922,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3923,Bacteria,,,,,,
Otu3924,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu3925,Bacteria,Firmicutes,,,,,
Otu3926,Bacteria,,,,,,
Otu3927,Bacteria,Firmicutes,Clostridia,,,,
Otu3928,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,,
Otu3929,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu3930,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
Otu3931,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,Streptobacillus_moniliformis
Otu3933,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
Otu3932,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
Otu3934,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu3935,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu3936,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu3937,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3938,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
Otu3940,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVb,
Otu3939,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,,
Otu3941,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu3942,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu3943,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,Draconibacterium_orientale
Otu3944,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu3945,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_plebeius
Otu3946,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu3947,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu3948,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu3949,Bacteria,Bacteroidetes,,,,,
Otu3950,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_plebeius
Otu3951,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu3952,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_massiliensis
Otu3953,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu3954,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
Otu3957,Bacteria,,,,,,
Otu3955,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
Otu3956,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_gracilis
Otu3958,Bacteria,Actinobacteria,Actinobacteria,,,,
Otu3959,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3960,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3961,Bacteria,Acidobacteria,Acidobacteria_Gp13,Gp13,,,
Otu3962,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,,
Otu3963,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3964,Bacteria,,,,,,
Otu3965,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3966,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3968,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3967,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3969,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3970,Bacteria,Firmicutes,,,,,
Otu3971,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
Otu3972,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_aegyptius
Otu3973,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,
Otu3974,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium_desmolans
Otu3975,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3976,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,,
Otu3977,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio_vulgaris
Otu3978,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Peptoniphilus,Peptoniphilus_duerdenii
Otu3979,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu3980,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu3981,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,,
Otu3982,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_odontolyticus
Otu3983,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu3984,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu3985,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu3986,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu3987,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu3988,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu3989,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
Otu3990,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu3991,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu3992,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu3993,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_plebeius
Otu3994,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu3995,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter_marinivivus
Otu3996,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu3997,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Sharpea,Sharpea_azabuensis
Otu3998,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII,Mogibacterium,
Otu3999,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
Otu4000,Bacteria,,,,,,
Otu4001,Bacteria,,,,,,
Otu4002,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4003,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,,
Otu4004,Bacteria,Firmicutes,,,,,
Otu4005,Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
Otu4006,Bacteria,Acidobacteria,Acidobacteria_Gp3,Gp3,,,
Otu4007,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Megamonas_funiformis
Otu4008,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Megamonas_funiformis
Otu4009,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,
Otu4011,Bacteria,Firmicutes,,,,,
Otu4010,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4012,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4013,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4015,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
Otu4014,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu4016,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,Lawsonia_intracellularis
Otu4017,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
Otu4018,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_gauvreauii
Otu4019,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4020,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,Clostridium_colicanis
Otu4023,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4021,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia_mucilaginosa
Otu4022,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia_mucilaginosa
Otu4024,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,Cellulosilyticum_ruminicola
Otu4025,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Ezakiella,Ezakiella_peruensis
Otu4026,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4027,Bacteria,Actinobacteria,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor,Nitriliruptor_alkaliphilus
Otu4028,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,,
Otu4029,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
Otu4030,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_sartorii
Otu4031,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu4032,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu4034,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu4033,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu4035,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu4036,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
Otu4038,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Victivallis_vadensis
Otu4037,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu4039,Bacteria,Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis,,,,
Otu4041,Bacteria,,,,,,
Otu4040,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
Otu4043,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus_bromii
Otu4042,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4044,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4045,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4046,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,
Otu4047,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,
Otu4048,Bacteria,Acidobacteria,Acidobacteria_Gp1,,,,
Otu4050,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,
Otu4049,Bacteria,Acidobacteria,Acidobacteria_Gp13,Gp13,,,
Otu4051,Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
Otu4052,Bacteria,,,,,,
Otu4053,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,
Otu4054,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4055,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,
Otu4056,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu4058,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
Otu4057,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
Otu4059,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
Otu4060,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4061,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto,
Otu4062,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4063,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4064,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4065,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
Otu4066,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
Otu4067,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_odontolyticus
Otu4068,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu4069,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu4070,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu4071,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,
Otu4072,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu4073,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu4074,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu4075,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_massiliensis
Otu4076,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
Otu4077,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu4078,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
Otu4079,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu4080,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides_plebeius
Otu4081,Bacteria,Bacteroidetes,,,,,
Otu4082,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu4083,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
Otu4084,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
Otu4086,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,
Otu4087,Bacteria,,,,,,
Otu4085,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu4088,Bacteria,,,,,,
Otu4089,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu4090,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4091,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4092,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,Clostridium_leptum
Otu4093,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4094,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4095,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,
Otu4096,Bacteria,Acidobacteria,Acidobacteria_Gp1,Gp1,,,
Otu4097,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Anaerococcus,Anaerococcus_vaginalis
Otu4098,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,,
Otu4099,Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
Otu4100,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,,,
Otu4101,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Olsenella,Olsenella_profusa
Otu4102,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1,Peptococcus,Peptococcus_niger
Otu4103,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,Selenomonas_sputigena
Otu4104,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4105,Bacteria,,,,,,
Otu4106,Bacteria,Firmicutes,,,,,
Otu4107,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4108,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu4110,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,
Otu4109,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
Otu4111,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,
Otu4112,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,
Otu4113,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,
Otu4114,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,
Otu4115,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4116,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
Otu4117,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4118,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,Shuttleworthia_satelles
Otu4119,Bacteria,Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis,,,,
Otu4120,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu4121,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides_chinchillae
Otu4122,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu4123,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu4124,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu4125,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu4126,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu4127,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu4128,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu4129,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu4131,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,,
Otu4130,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Actibacter,
Otu4132,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
Otu4133,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_copri
Otu4134,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
Otu4135,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Dysgonomonas_oryzarvi
Otu4136,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,
Otu4138,Bacteria,,,,,,
Otu4137,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema_medium
Otu4139,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4140,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4141,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4142,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,,
Otu4143,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,,
Otu4144,Bacteria,Acidobacteria,Acidobacteria_Gp1,,,,
Otu4145,Bacteria,Acidobacteria,Acidobacteria_Gp1,Gp1,,,
Otu4146,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,
Otu4147,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
Otu4148,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella,Mitsuokella_jalaludinii
Otu4149,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium_hominis
Otu4150,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter_johnsonii
Otu4151,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,,,
Otu4152,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,,,
Otu4153,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
Otu4154,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu4155,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu4156,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
Otu4157,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pluralibacter,
Otu4159,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,Shuttleworthia_satelles
Otu4158,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
Otu4161,Bacteria,,,,,,
Otu4160,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces_odontolyticus
Otu4163,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Coprobacter,Coprobacter_fastidiosus
Otu4162,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,,
Otu4164,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_salivae
Otu4165,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
Otu4167,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_timonensis
Otu4166,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu4168,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu4169,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_stercorea
Otu4171,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
Otu4170,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4173,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu4172,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,
Otu4177,Bacteria,,,,,,
Otu4175,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_paraplantarum
Otu4174,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania_filiformis
Otu4176,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu4178,Bacteria,,,,,,
Otu4179,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4180,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium_parvum
Otu4181,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium_IV,Clostridium_leptum
Otu4182,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4183,Bacteria,Acidobacteria,Acidobacteria_Gp1,Gp1,,,
Otu4184,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
Otu4185,Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
Otu4186,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,,
Otu4187,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Megamonas_funiformis
Otu4188,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,Megamonas_hypermegale
Otu4189,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,
Otu4190,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,
Otu4191,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
Otu4192,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu4193,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,
